"Console","GameName","Review","Score"
"PC","World Soccer Winning Eleven 8 International Review","Super","8"
"PS2","Tekken 5 Review","Excellent","9"
"PS2","Project: Snowblind Review","Super","8"
"XBOX","Project: Snowblind Review","Super","8"
"PS2","FIFA Street Review","Very Good","6"
"GC","FIFA Street Review","Very Good","6"
"XBOX","FIFA Street Review","Very Good","6"
"XBOX","Constantine Review","Very Good","6"
"PS2","Constantine Review","Very Good","6"
"PC","Vendetta Online Review","Great","7"
"PS2","Ys: The Ark of Napishtim Review","Great","7"
"PC","Second Sight Review","Great","7"
"XBOX","Street Fighter Anniversary Collection Review","Super","8"
"PS2","Gran Turismo 4 Review","Super","8"
"XBOX","Dai Senryaku VII: Modern Military Tactics Review","Super","8"
"XBOX","Scrapland Review","Great","7"
"PS2","Nano Breaker Review","Good","5"
"GBA","Ace Combat Advance Review","Good","5"
"PC","Cops 2170: The Power of Law Review","Fair","4"
"PC","NASCAR SimRacing Review","Super","8"
"PS2","Tenchu: Fatal Shadows Review","Very Good","6"
"MOBI","Bob Review","Very Good","6"
"PS2","Bujingai: The Forsaken City Review","Great","7"
"MOBI","Optimal Video Poker Review","Great","7"
"MOBI","2 Fast 2 Furious Review","Very Good","6"
"PS2","Xenosaga Episode II: Jenseits von Gut und Bose Review","Great","7"
"PS2","The King of Fighters 2002 & 2003 Review","Super","8"
"MOBI","Simon Review","Very Good","6"
"XBOX","Chicago Enforcer Review","Very Bad","2"
"NGE","SSX: Out of Bounds Review","Very Good","6"
"MOBI","Crash Twinsanity Review","Great","7"
"MOBI","Root Beer Tapper Review","Great","7"
"MOBI","Topolon Review","Super","8"
"MOBI","Might and Magic Review","Excellent","9"
"MOBI","Kingdom Hearts Review","Very Good","6"
"MOBI","Son of the Mask Review","Great","7"
"MOBI","Spider-Man 2 3D: NY Rooftops Review","Fair","4"
"PS2","Champions: Return to Arms Review","Great","7"
"XBOX","NBA Street V3 Review","Excellent","9"
"GC","NBA Street V3 Review","Excellent","9"
"PS2","NBA Street V3 Review","Excellent","9"
"MOBI","Amy's Hangman Review","Super","8"
"PS2","Shadow of Rome Review","Super","8"
"MOBI","Black Citadel Review","Great","7"
"GC","Star Fox: Assault Review","Great","7"
"PC","Star Wars Knights of the Old Republic II: The Sith Lords Review","Super","8"
"MOBI","Surviving High School Review","Great","7"
"NGE","X-Men Legends Review","Super","8"
"XBOX","World Soccer Winning Eleven 8 International Review","Excellent","9"
"MOBI","Asphalt: Urban GT Review","Super","8"
"PS2","Death by Degrees Review","Good","5"
"PC","Flashpoint Germany Review","Great","7"
"MOBI","Mr. Driller Review","Great","7"
"MOBI","Yahoo! Hearts Review","Very Good","6"
"PC","Playboy: The Mansion Review","Very Good","6"
"MOBI","Fast Food Mayhem Review","Super","8"
"PC","Chaos League Review","Super","8"
"NGE","Snakes Review","Super","8"
"PS2","King of Colosseum II Review","Super","8"
"XBOX","Oddworld Stranger's Wrath Review","Super","8"
"DS","Zoo Keeper Review","Great","7"
"PC","Advanced Battlegrounds: The Future of Combat Review","Very Good","6"
"PC","The Punisher Review","Very Good","6"
"MOBI","Tom Clancy's Splinter Cell Pandora Tomorrow 3D Review","Great","7"
"XBOX","The Punisher Review","Very Good","6"
"PS2","The Punisher Review","Very Good","6"
"PS2","Airborne Troops: Countdown to D-Day Review","Fair","4"
"MOBI","Buffy the Vampire Slayer Review","Great","7"
"PS2","Fullmetal Alchemist and the Broken Angel Review","Very Good","6"
"PC","Hearts of Iron II Review","Super","8"
"PC","D-Day Review","Fair","4"
"GC","MC Groovz Dance Craze Review","Very Bad","2"
"PS2","Suikoden IV Review","Very Good","6"
"MOBI","Yahoo! Solitaire Review","Very Good","6"
"XBOX","Mercenaries Review","Super","8"
"PS2","Mercenaries Review","Super","8"
"MOBI","Joust Review","Great","7"
"PC","Sentinel: Descendants in Time Review","Very Good","6"
"PS2","Virtua Quest Review","Good","5"
"GC","Virtua Quest Review","Good","5"
"GBA","The Legend of Zelda: The Minish Cap Review","Excellent","9"
"MOBI","Miami Vice Review","Great","7"
"MOBI","The Mummy Review","Great","7"
"PS2","The Getaway: Black Monday Review","Very Good","6"
"GC","Resident Evil 4 Review","Excellent","9"
"GC","Dragon Ball Z: Budokai 2 Review","Very Good","6"
"PC","American Chopper Review","Good","5"
"XBOX","Tom Clancy's Ghost Recon Review","Super","8"
"XBOX","MechAssault 2: Lone Wolf Review","Great","7"
"PC","Time of Defiance Review","Great","7"
"XBOX","GunGriffon: Allied Strike Review","Good","5"
"PS2","American Chopper Review","Good","5"
"XBOX","CSI: Crime Scene Investigation Review","Fair","4"
"MOBI","Marble Madness Review","Very Good","6"
"MOBI","Vijay Singh Pro Golf 2005 Review","Super","8"
"MOBI","Aqua Teen Hunger Force Destruct-O-Thon Review","Fair","4"
"PC","Fritz 8 Deluxe Review","Great","7"
"XBOX","NFL Street 2 Review","Great","7"
"GC","NFL Street 2 Review","Very Good","6"
"PS2","NFL Street 2 Review","Great","7"
"XBOX","American Chopper Review","Good","5"
"GBA","Dead to Rights Review","Bad","3"
"DS","Ping Pals Review","Bad","3"
"MOBI","Foosball Review","Great","7"
"MOBI","Michael Vick Quarterback 2-Minute Drill Review","Fair","4"
"MOBI","Taiko Drum Master Review","Great","7"
"NGE","FIFA Soccer 2005 Review","Super","8"
"DS","Sprung Review","Very Good","6"
"MOBI","Blade Trinity Review","Great","7"
"PC","Armies of Exigo Review","Very Good","6"
"PC","Wings Over Vietnam Review","Very Good","6"
"MOBI","Asphalt: Urban GT 2D Version Review","Great","7"
"PC","Torrente Review","Fair","4"
"PC","Forgotten Realms: Demon Stone Review","Great","7"
"XBOX","Monster Garage Review","Good","5"
"PS2","Tom Clancy's Ghost Recon 2 Review","Good","5"
"PC","The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut Review","Excellent","9"
"DS","Feel the Magic: XY/XX Review","Great","7"
"PS2","ChoroQ Review","Fair","4"
"GBA","Kingdom Hearts: Chain of Memories Review","Great","7"
"PS2","Mega Man X8 Review","Very Good","6"
"NGE","The Elder Scrolls Travels: Shadowkey Review","Very Good","6"
"MOBI","Star Trek: The Birds of Prey Review","Super","8"
"NGE","Pocket Kingdom: Own the World Review","Very Good","6"
"PC","Joint Operations: Escalation Review","Great","7"
"GBA","Final Fantasy I & II: Dawn of Souls Review","Great","7"
"PC","Space Interceptor: Project Freedom Review","Great","7"
"MOBI","Prince of Persia: Warrior Within Review","Super","8"
"PS2","Outlaw Golf 2 Review","Great","7"
"DS","Mr. Driller Drill Spirits Review","Very Good","6"
"PC","Sid Meier's Pirates! Review","Excellent","9"
"PC","Zoo Tycoon 2 Review","Great","7"
"XBOX","Greg Hastings' Tournament Paintball Review","Great","7"
"XBOX","Atari Anthology Review","Very Good","6"
"XBOX","Hot Wheels Stunt Track Challenge Review","Good","5"
"PS2","Hot Wheels Stunt Track Challenge Review","Good","5"
"PS2","Karaoke Revolution Volume 3 Review","Great","7"
"PC","Wildfire Review","Good","5"
"NGE","Colin McRae Rally 2005 Review","Super","8"
"GC","Scaler Review","Very Good","6"
"GC","Intellivision Lives! Review","Very Good","6"
"DS","The Urbz: Sims in the City Review","Great","7"
"GBA","The Urbz: Sims in the City Review","Great","7"
"XBOX","Crash 'N' Burn Review","Very Good","6"
"PS2","Crash 'N' Burn Review","Very Good","6"
"PS2","Alien Hominid Review","Super","8"
"MOBI","Raiden Review","Great","7"
"PC","EverQuest II Review","Great","7"
"PC","Vampire: The Masquerade - Bloodlines Review","Great","7"
"GBA","Need for Speed Underground 2 Review","Super","8"
"PS2","Metal Gear Solid 3: Snake Eater Review","Super","8"
"XBOX","Dance Dance Revolution Ultramix 2 Review","Great","7"
"GC","Need for Speed Underground 2 Review","Great","7"
"PC","Need for Speed Underground 2 Review","Great","7"
"PS2","Need for Speed Underground 2 Review","Great","7"
"XBOX","Need for Speed Underground 2 Review","Great","7"
"PS2","NCAA March Madness 2005 Review","Great","7"
"XBOX","ESPN College Hoops 2K5 Review","Super","8"
"XBOX","Blinx 2: Masters of Time & Space Review","Very Good","6"
"PS2","Dragon Ball Z: Budokai 3 Review","Super","8"
"GBA","Classic NES Series: Zelda II Review","Very Good","6"
"PS2","Capcom Fighting Evolution Review","Very Good","6"
"PC","Colin McRae Rally 2005 Review","Super","8"
"PC","Half-Life 2 Review","Excellent","9"
"XBOX","Forgotten Realms: Demon Stone Review","Great","7"
"PC","Terrorist Takedown Review","Bad","3"
"MOBI","Pac-Man Puzzle Review","Very Good","6"
"PS2","Rumble Roses Review","Very Good","6"
"PC","President Forever Review","Great","7"
"PC","Athens 2004 Review","Bad","3"
"GC","Metroid Prime 2: Echoes Review","Excellent","9"
"PS2","Fight Club Review","Bad","3"
"XBOX","Fight Club Review","Bad","3"
"PC","Immortal Cities: Children of the Nile Review","Great","7"
"PC","Scrapland Review","Great","7"
"MOBI","Adventure Island Review","Great","7"
"XBOX","Karaoke Revolution Review","Great","7"
"PS2","Shaman King: Power of Spirit Review","Good","5"
"PS2","Inuyasha: The Secret of the Cursed Mask Review","Good","5"
"MOBI","Vans Skate & Slam feat. Geoff Rowley Review","Super","8"
"PC","Tournament Dreams College Basketball Review","Super","8"
"PS","NFL Gameday 2000 Review","Super","8"
"XBOX","The Urbz: Sims in the City Review","Great","7"
"GC","The Urbz: Sims in the City Review","Great","7"
"PS2","The Urbz: Sims in the City Review","Great","7"
"GC","Mario Power Tennis Review","Super","8"
"XBOX","Tron 2.0: Killer App Review","Very Good","6"
"PC","Enemy Engaged Review","Excellent","9"
"PS2","EyeToy: AntiGrav Review","Great","7"
"GC","The Lord of the Rings, The Third Age Review","Great","7"
"PC","NBA Live 2005 Review","Super","8"
"PC","The Saga of Ryzom Review","Good","5"
"PC","Medal of Honor Pacific Assault Review","Super","8"
"PS2","Jak 3 Review","Super","8"
"XBOX","Halo 2 Review","Excellent","9"
"PS2","Godzilla: Save the Earth Review","Very Good","6"
"XBOX","Godzilla: Save the Earth Review","Very Good","6"
"GC","Spyro: A Hero's Tail Review","Good","5"
"MOBI","Chip's Challenge Review","Super","8"
"PS2","Samurai Warriors: Xtreme Legends Review","Great","7"
"MOBI","Winter Games '05 Review","Good","5"
"PS2","Spyro: A Hero's Tail Review","Good","5"
"XBOX","Chessmaster Review","Super","8"
"PC","Nocturne Review","Great","7"
"PC","Manchester United Soccer 2005 Review","Good","5"
"GC","Teenage Mutant Ninja Turtles 2: Battle Nexus Review","Fair","4"
"PS2","The Lord of the Rings, The Third Age Review","Great","7"
"XBOX","The Lord of the Rings, The Third Age Review","Great","7"
"PS2","Duel Masters Review","Very Good","6"
"MOBI","Family Feud 2.0 Review","Very Good","6"
"PS2","Ratchet & Clank: Up Your Arsenal Review","Super","8"
"GBA","Teenage Mutant Ninja Turtles 2 Review","Great","7"
"PS2","Killzone Review","Very Good","6"
"GC","The Incredibles Review","Very Good","6"
"PS2","The Incredibles Review","Very Good","6"
"XBOX","The Incredibles Review","Very Good","6"
"PS2","Sonic Mega Collection Plus Review","Great","7"
"PS2","Sega SuperStars Review","Great","7"
"MOBI","Ducati Extreme Review","Super","8"
"PC","Axis & Allies Review","Very Good","6"
"GBA","Classic NES Series: Dr. Mario Review","Great","7"
"XBOX","Sonic Mega Collection Plus Review","Great","7"
"MOBI","Deer Hunter Review","Super","8"
"PC","FIFA Soccer 2005 Review","Super","8"
"PC","Star Wars Galaxies: Jump to Lightspeed Review","Great","7"
"PC","RollerCoaster Tycoon 3 Review","Great","7"
"PS2","Guilty Gear Isuka Review","Very Good","6"
"PS2","WWE SmackDown! vs. Raw Review","Super","8"
"PS2","ATV Offroad Fury 3 Review","Great","7"
"PC","Pacific Fighters Review","Great","7"
"MOBI","Robocop Review","Great","7"
"GBA","Classic NES Series: Castlevania Review","Great","7"
"PS2","Armored Core: Nexus Review","Great","7"
"PS2","Taiko Drum Master Review","Great","7"
"XBOX","Men of Valor Review","Great","7"
"PC","Men of Valor Review","Great","7"
"XBOX","Outlaw Golf 2 Review","Great","7"
"PC","Hidden & Dangerous 2: Sabre Squadron Review","Great","7"
"XBOX","OutRun2 Review","Super","8"
"PS2","The Nightmare of Druaga Review","Good","5"
"MOBI","Donald Trump's Real Estate Tycoon Review","Great","7"
"PS2","Scaler Review","Very Good","6"
"XBOX","Dead or Alive Ultimate Review","Super","8"
"MOBI","National Treasure Review","Fair","4"
"PC","Atlantis Evolution Review","Fair","4"
"PS2","Ace Combat 5: The Unsung War Review","Super","8"
"GBA","Boktai 2: Solar Boy Django Review","Super","8"
"PS2","The Bard's Tale Review","Very Good","6"
"XBOX","The Bard's Tale Review","Very Good","6"
"PS2","Grand Theft Auto: San Andreas Review","Excellent","9"
"MOBI","Colin McRae Rally 2005 Review","Very Good","6"
"MOBI","Jamdat Sports NBA 2005 Review","Great","7"
"GBA","WWE Survivor Series Review","Good","5"
"GC","Tak 2: The Staff of Dreams Review","Very Good","6"
"XBOX","Tak 2: The Staff of Dreams Review","Very Good","6"
"PC","SuperPower 2 Review","Good","5"
"PC","Law & Order: Justice Is Served Review","Great","7"
"PS2","Trigger Man Review","Fair","4"
"XBOX","Trigger Man Review","Fair","4"
"NGE","Operation Shadow Review","Fair","4"
"XBOX","Teenage Mutant Ninja Turtles 2: Battle Nexus Review","Fair","4"
"PS2","Teenage Mutant Ninja Turtles 2: Battle Nexus Review","Fair","4"
"PC","Dark Fall: Lights Out Review","Very Good","6"
"PS2","FIFA Soccer 2005 Review","Super","8"
"GC","FIFA Soccer 2005 Review","Super","8"
"XBOX","Kingdom Under Fire: The Crusaders Review","Super","8"
"MOBI","Crash Nitro Kart Review","Very Good","6"
"PS2","Neo Contra Review","Very Good","6"
"XBOX","Yager Review","Very Good","6"
"XBOX","FIFA Soccer 2005 Review","Super","8"
"PC","Campaign Gettysburg Review","Great","7"
"XBOX","XIII Review","Very Good","6"
"XBOX","Otogi 2: Immortal Warriors Review","Super","8"
"GBA","Kirby & the Amazing Mirror Review","Super","8"
"PS2","Time Crisis: Crisis Zone Review","Very Good","6"
"PC","Medieval Conquest Review","Great","7"
"PS2","Final Fantasy XI Chains of Promathia Review","Very Good","6"
"PC","Final Fantasy XI Chains of Promathia Review","Very Good","6"
"MOBI","Jamdat Sports NFL 2005 Review","Super","8"
"MOBI","Baldur's Gate Review","Great","7"
"PS2","King of Fighters: Maximum Impact Review","Very Good","6"
"MOBI","OP15: Rising Threat Review","Great","7"
"XBOX","Ty the Tasmanian Tiger 2: Bush Rescue Review","Great","7"
"GC","Ty the Tasmanian Tiger 2: Bush Rescue Review","Great","7"
"PS2","Ty the Tasmanian Tiger 2: Bush Rescue Review","Great","7"
"PS2","Robotech: Invasion Review","Very Good","6"
"XBOX","Shark Tale Review","Great","7"
"PS2","Shark Tale Review","Great","7"
"GC","Shark Tale Review","Great","7"
"MOBI","Platoon Review","Good","5"
"PC","Wanted: A Wild Western Adventure Review","Very Good","6"
"XBOX","BloodRayne 2 Review","Great","7"
"PS2","BloodRayne 2 Review","Great","7"
"MOBI","Rolling Stone 20 Questions Review","Great","7"
"PC","Conflict: Vietnam Review","Very Good","6"
"XBOX","Conflict: Vietnam Review","Very Good","6"
"GBA","Ms. Pac-Man Maze Madness Review","Very Good","6"
"PS2","Midway Arcade Treasures 2 Review","Great","7"
"XBOX","SVC Chaos: SNK vs. Capcom Review","Very Good","6"
"PS2","Under the Skin Review","Very Good","6"
"MOBI","Tony Hawk's Underground 2 Review","Super","8"
"XBOX","Midway Arcade Treasures 2 Review","Great","7"
"GC","Midway Arcade Treasures 2 Review","Great","7"
"PS2","Get On Da Mic Review","Fair","4"
"GC","Paper Mario: The Thousand-Year Door Review","Excellent","9"
"PC","Tribes: Vengeance Review","Super","8"
"PC","Battles in Normandy Review","Super","8"
"MOBI","IF Racing 2 Review","Very Good","6"
"PC","Secret of the Silver Earring Review","Great","7"
"PC","ESPN NFL PrimeTime 2002 Review","Bad","3"
"PS2","Asterix & Obelix: Kick Buttix Review","Good","5"
"PS2","Shin Megami Tensei: Nocturne Review","Super","8"
"PC","Gish Review","Super","8"
"MOBI","FOX Sports Football 05 Review","Great","7"
"PS2","Leisure Suit Larry: Magna Cum Laude Review","Great","7"
"XBOX","Leisure Suit Larry: Magna Cum Laude Review","Great","7"
"PC","Leisure Suit Larry: Magna Cum Laude Review","Great","7"
"NGE","Tom Clancy's Ghost Recon: Jungle Storm Review","Super","8"
"PS2","Crash Twinsanity Review","Great","7"
"XBOX","Crash Twinsanity Review","Great","7"
"XBOX","Malice Review","Good","5"
"PC","Port Royale 2 Review","Super","8"
"GC","Tony Hawk's Underground 2 Review","Super","8"
"XBOX","Tony Hawk's Underground 2 Review","Super","8"
"PC","Tony Hawk's Underground 2 Review","Super","8"
"XBOX","Mortal Kombat: Deception Review","Super","8"
"PS2","Mortal Kombat: Deception Review","Super","8"
"XBOX","Colin McRae Rally 2005 Review","Super","8"
"PS2","Tony Hawk's Underground 2 Review","Super","8"
"GBA","Mario Pinball Land Review","Great","7"
"PS2","Rocky: Legends Review","Very Good","6"
"XBOX","Rocky: Legends Review","Very Good","6"
"XBOX","ESPN NBA 2K5 Review","Super","8"
"PS2","ESPN NBA 2K5 Review","Super","8"
"MOBI","The Incredibles Review","Very Good","6"
"PS2","The Dukes of Hazzard: Return of the General Lee Review","Good","5"
"XBOX","The Dukes of Hazzard: Return of the General Lee Review","Good","5"
"PC","Codename: Panzers, Phase One Review","Super","8"
"PC","Wings of Power: WWII Heavy Bombers and Jets Review","Super","8"
"GBA","Mega Man Zero 3 Review","Super","8"
"PC","Tiger Woods PGA Tour 2005 Review","Super","8"
"GC","Starsky & Hutch Review","Very Good","6"
"MOBI","Dragon Edge Pinball Review","Very Good","6"
"PS2","Astro Boy Review","Fair","4"
"PC","Arena Wars Review","Great","7"
"NGE","Pandemonium Review","Fair","4"
"GC","NBA Live 2005 Review","Great","7"
"XBOX","NBA Live 2005 Review","Super","8"
"PS2","NBA Live 2005 Review","Great","7"
"PC","Myst IV Revelation Review","Super","8"
"XBOX","Carmen Sandiego: The Secret of the Stolen Drums Review","Fair","4"
"PS2","Carmen Sandiego: The Secret of the Stolen Drums Review","Fair","4"
"GC","Carmen Sandiego: The Secret of the Stolen Drums Review","Fair","4"
